﻿时间,收盘点位,市值,PB(加权平均值)
2018-04-04,2860.96,13060607222478.7,1.1018
2018-04-03,2864.57,13087823385231.8,1.1041
2018-04-02,2895.96,13188673496153.102,1.1128
2018-03-30,2919.01,13368581008435.102,1.128
2018-03-29,2919.41,13428778226872.902,1.1376
2018-03-28,2876.48,13177971663897.701,1.1195
2018-03-27,2912.97,13286911693307.201,1.1359
2018-03-26,2903.31,13306839540028.002,1.1401
2018-03-23,2937.09,13732072053455.5,1.1795
2018-03-22,3008.69,14009474671419.906,1.2039
2018-03-21,3028.39,14093556522705.6,1.2111
2018-03-20,3033.19,14127462509756.602,1.2141
2018-03-19,3027.69,14000996869760.398,1.2032
2018-03-16,3041.48,13948017195678.9,1.1987
2018-03-15,3065.34,14099920600441.701,1.2118
2018-03-14,3066.81,14067831241289.701,1.209
2018-03-13,3076.26,14147762557473.201,1.2158
2018-03-12,3088.13,14127860642428.502,1.2141
2018-03-09,3085.14,14182882983690.098,1.2182
2018-03-08,3078.45,14172049061634.701,1.2173
2018-03-07,3065.7,14204837232062.402,1.2207
2018-03-06,3072.82,14133262952564,1.2146
2018-03-05,3047.26,14113702674188.299,1.2129
2018-03-02,3044.76,14152570518447.3,1.2163
2018-03-01,3050.07,14221362171074.402,1.2222
2018-02-28,3049.25,14230895436928.102,1.223
2018-02-27,3078.97,14463790709370.8,1.243
2018-02-26,3123.34,14810614066742.305,1.2728
2018-02-23,3096.04,14780242710582.2,1.2702
2018-02-22,3084.18,14688244621772.5,1.2623
2018-02-14,3018.66,14334893302775.201,1.2319
2018-02-13,3015.59,14265514303319.8,1.226
2018-02-12,2975.95,14013583210066.998,1.2043
2018-02-09,2973.39,14156389666584.5,1.2166
2018-02-08,3091,14621963690160.102,1.2566
2018-02-07,3149.07,15188743394858.502,1.3053
2018-02-06,3217.04,15818500999310.305,1.3594
2018-02-05,3293.46,16128189818315.2,1.386
2018-02-02,3241.99,15729258579004.2,1.3517
2018-02-01,3211.97,15677751067392.299,1.3473
2018-01-31,3217.72,15455369727860.8,1.3282
2018-01-30,3222.98,15263492223129.8,1.3088
2018-01-29,3257.97,15541924946459.3,1.3327
2018-01-26,3279.41,15607755094494.502,1.3383
2018-01-25,3251.4,15514123789106.299,1.3303
2018-01-24,3265.14,15614201761188.4,1.3389
2018-01-23,3257.17,15634702569955.4,1.3406
2018-01-22,3201.89,15064340788311,1.2917
2018-01-19,3181.03,15062802153941.9,1.2916
2018-01-18,3168.76,14951843717720.9,1.2821
2018-01-17,3140.63,14521450526325.701,1.2452
2018-01-16,3137.04,14394024900173.805,1.2342
2018-01-15,3109.71,14295404791321.3,1.2258
2018-01-12,3117.06,14079221398973.3,1.2072
2018-01-11,3108.17,14005118617603,1.2009
2018-01-10,3115.52,13944157380551.5,1.1957
2018-01-09,3100.45,13718777637701.1,1.1763
2018-01-08,3107.42,13755954076835.201,1.1795
2018-01-05,3077.68,13722655865869,1.1767
2018-01-04,3053.53,13635355458055.803,1.1692
2018-01-03,3048.59,13654902389106.799,1.1709
2018-01-02,3039.24,13635470645753.4,1.1692
2017-12-29,2993.99,13479490497772.803,1.1558
2017-12-28,2977.95,13381450931827.9,1.1474
2017-12-27,2965.43,13320181173360.701,1.1422
2017-12-26,2982.88,13428375662829.197,1.1514
2017-12-25,2964.52,13294970040002.3,1.14
2017-12-22,2964.06,13222124774613.201,1.1338
2017-12-21,2964.3,13228947262110.898,1.1369
2017-12-20,2952.46,13213175498915.3,1.1355
2017-12-19,2956.97,13200242141038.102,1.1344
2017-12-18,2933.08,13040954334733.4,1.1207
2017-12-15,2925.48,12959222295471.701,1.1137
2017-12-14,2950.89,13073111254990,1.1235
2017-12-13,2962.8,13134282261269.4,1.1287
2017-12-12,2942.59,13037044421341.102,1.1204
2017-12-11,2978.41,13195876816083.898,1.134
2017-12-08,2954.49,13637445048329.8,1.1419
2017-12-07,2959.45,13691096142089.4,1.1464
2017-12-06,2986.66,13824279752683.303,1.1576
2017-12-05,3012.61,13945290276167.1,1.1677
2017-12-04,2982.68,13695666757392,1.1468
2017-12-01,2979.62,13669544172769.203,1.1446
2017-11-30,2986.05,13762962963303.5,1.1525
2017-11-29,3002.8,13808843419155.2,1.1563
2017-11-28,3004.42,13781638155031.3,1.154
2017-11-27,3013.76,13916518026359.8,1.1653
2017-11-24,3032.37,14011140192296.6,1.1732
2017-11-23,3043.47,14052303847136.201,1.1767
2017-11-22,3113.41,14278170894028.5,1.1956
2017-11-21,3092.98,13971179725964.701,1.1699
2017-11-20,3069.23,13945201903267.402,1.1677
2017-11-17,3052.45,13831232073267.398,1.1582
2017-11-16,3010.11,13495104740290.9,1.13
2017-11-15,3011.11,13550386049280.8,1.1347
2017-11-14,3035.28,13591664537599.2,1.1381
2017-11-13,3046.67,13610385300586.7,1.1397
2017-11-10,3018.95,13482819563660.398,1.129
2017-11-09,3007.71,13591321746844.803,1.1381
2017-11-08,2991.81,13627750020270.5,1.1411
2017-11-07,2984.09,13620966535194.1,1.1406
2017-11-06,2963.65,13514800368481.701,1.1317
2017-11-03,2956.19,13591754376534.5,1.1381
2017-11-02,2962.92,13600487026328.4,1.1388
2017-11-01,2966.67,13599916112888.102,1.1388
2017-10-31,2987.85,13668901447257.201,1.1446
2017-10-30,3002.89,13816735441436,1.203
2017-10-27,3006.46,13759644191435.195,1.2135
2017-10-26,2991.84,13592666485594.2,1.2064
2017-10-25,2999.36,13718262487800.1,1.218
2017-10-24,2996.35,13771352931656.4,1.2235
2017-10-23,2973.32,13678341664703.602,1.2154
2017-10-20,2979.23,13772672882412.1,1.2237
2017-10-19,2981.6,13865605797774.9,1.232
2017-10-18,2976.42,13806509325451.805,1.2268
2017-10-17,2944.18,13609265710356.303,1.2092
2017-10-16,2950.38,13669888256124,1.2146
2017-10-13,2952.06,13566209826272.1,1.2054
2017-10-12,2956.62,13631978745607.201,1.2112
2017-10-11,2951.95,13654709691977.3,1.2133
2017-10-10,2942.78,13569283425481.7,1.2057
2017-10-09,2947.16,13549645187353.2,1.2039
2017-09-29,2919.67,13455663032387.404,1.1956
2017-09-28,2916.99,13480120453340.2,1.1978
2017-09-27,2921.58,13486684898602.602,1.1983
2017-09-26,2919.62,13577786050874,1.2064
2017-09-25,2924.71,13609737645433.602,1.2088
2017-09-22,2924.95,13494766200966.6,1.1986
2017-09-21,2916.08,13434211423704.3,1.1932
2017-09-20,2906.57,13290507768228.898,1.1804
2017-09-19,2901.42,13301966235161.701,1.1802
2017-09-18,2899.12,13260547910542.201,1.1765
2017-09-15,2891.72,13303278489261.8,1.1803
2017-09-14,2902.98,13395814591439.3,1.1885
2017-09-13,2915.41,13512144926105.398,1.1988
2017-09-12,2920.6,13551947111559.9,1.2024
2017-09-11,2907.69,13485277608276.803,1.1965
2017-09-08,2905.61,13503521525393.701,1.1981
2017-09-07,2905.38,13513321105023.898,1.1989
2017-09-06,2913.67,13594082313892.203,1.2061
2017-09-05,2918.94,13641124842638.902,1.2103
2017-09-04,2913.56,13514975178200.3,1.1991
2017-09-01,2906.25,13405684704187.201,1.191
2017-08-31,2904.41,13545611696927.006,1.1972
2017-08-30,2921.6,13672258237889.3,1.2119
2017-08-29,2931.23,13777471412188.803,1.2264
2017-08-28,2930.51,13723082039659.602,1.2227
2017-08-25,2920.14,13747466827475.201,1.2238
2017-08-24,2873.95,13390515573932.7,1.1916
2017-08-23,2875.59,13348096110894.299,1.1878
2017-08-22,2872.06,13206619572319.9,1.1761
2017-08-21,2865.65,13131472319370.102,1.1699
2017-08-18,2856.8,13105127790079.402,1.1695
2017-08-17,2851.74,13117008635872.102,1.1706
2017-08-16,2836.92,13078652837469.5,1.1671
2017-08-15,2847.96,13131639728567.5,1.1719
2017-08-14,2826.98,12950801659252.5,1.1557
2017-08-11,2821,12985797438246.602,1.1589
2017-08-10,2863.65,13090009859884.098,1.1688
2017-08-09,2869.25,13115373801143.3,1.171
2017-08-08,2876.87,13287776695117.805,1.1864
2017-08-07,2886.46,13280509859869.002,1.1858
2017-08-04,2879.02,13276157104574.998,1.1855
2017-08-03,2887.23,13315574653644,1.189
2017-08-02,2911.93,13434450187042.8,1.1996
2017-08-01,2919.94,13342456148836.498,1.1907
2017-07-31,2900.28,13210187832235.5,1.1789
2017-07-28,2901.5,13239117460769.5,1.1814
2017-07-27,2901.05,13196000772776.502,1.1775
2017-07-26,2900.81,13255910887114.3,1.1829
2017-07-25,2914.53,13181049538540.5,1.1762
2017-07-24,2921.67,13092964091434.002,1.1683
2017-07-21,2914.44,13044591175819.4,1.164
2017-07-20,2916.7,13074915868500.4,1.1665
2017-07-19,2896.06,13012808625100.6,1.1609
2017-07-18,2867.14,12976550866936.502,1.1556
2017-07-17,2875.59,13057980496080.4,1.1622
2017-07-14,2882.42,12861843443872.8,1.1448
2017-07-13,2864.21,12821155645596.9,1.1345
2017-07-12,2850.15,12724473939520.6,1.1205
2017-07-11,2858.73,12699692182488.299,1.1183
2017-07-10,2848.32,12647547483824.502,1.1056
2017-07-07,2862.9,12613053154192.7,1.1022
2017-07-06,2857.82,12636933672839.504,1.1024
2017-07-05,2848.56,12619412932808.102,1.1003
2017-07-04,2831.58,12571218571835.102,1.0956
2017-07-03,2847.38,12609922614426.998,1.099
2017-06-30,2850.68,12637565570266.998,1.1014
2017-06-29,2851.4,12677371757396.5,1.0975
2017-06-28,2837.26,12585451493253.102,1.089
2017-06-27,2849.98,12601293143980.201,1.0904
2017-06-26,2843.56,12551234418788.303,1.086
2017-06-23,2823.91,12540956780458.201,1.0852
2017-06-22,2803.78,12468573981152.201,1.0789
2017-06-21,2792.82,12335083592452.8,1.0673
2017-06-20,2764.72,12272965036123.1,1.0617
2017-06-19,2772.13,12255867779041.102,1.0602
2017-06-16,2756.16,12227754785356.3,1.0577
2017-06-15,2778.17,12291263714052.303,1.0609
2017-06-14,2797.55,12409528483822.5,1.0708
2017-06-13,2840.64,12543649279337.8,1.0787
2017-06-12,2832.67,12541355572003.1,1.0785
2017-06-09,2829.82,12553336043704.498,1.0795
2017-06-08,2822.77,12523654476669.604,1.0766
2017-06-07,2795.73,12469924940966.902,1.072
2017-06-06,2771.84,12384945618481.8,1.0647
2017-06-05,2762.99,12356344434354.299,1.0622
2017-06-02,2792.8,12602354938134.6,1.083
2017-06-01,2794.78,12659919783891.701,1.0879
2017-05-31,2782.79,12559772027276,1.0793
2017-05-26,2772.81,12498234517405.4,1.074
2017-05-25,2763.49,12439262605950.402,1.069
2017-05-24,2724.02,12231686749109.803,1.0507
2017-05-23,2724.17,12239400455774.2,1.0514
2017-05-22,2705.12,12059681984689.697,1.036
2017-05-19,2700.67,11968578335190.602,1.0281
2017-05-18,2699.86,11962653644556.402,1.0276
2017-05-17,2711.83,11972147259646.502,1.0284
2017-05-16,2725.09,12054478369948.6,1.0355
2017-05-15,2711.2,12120095778714,1.0411
2017-05-12,2697.55,12088787743503.2,1.0383
2017-05-11,2671.67,11880529396516,1.0204
2017-05-10,2653.26,11778972657162.5,1.0117
2017-05-09,2670.67,11772286381985,1.0111
2017-05-08,2674.83,11819112405038.502,1.0148
2017-05-05,2673.23,11767651249411.998,1.0104
2017-05-04,2678.47,11743405646980.4,1.0083
2017-05-03,2683.62,11752158866797,1.0091
2017-05-02,2695.61,11798876419440.2,1.0131
2017-04-28,2713.99,11888014418563.3,1.0426
2017-04-27,2726.45,11894536860734.902,1.0538
2017-04-26,2726.52,11870520559769.9,1.0554
2017-04-25,2722.29,11832380687843.002,1.0517
2017-04-24,2719.88,11836929202584.1,1.0521
2017-04-21,2739.66,11860158720268.6,1.0539
2017-04-20,2723.63,11721290933700.6,1.0416
2017-04-19,2714.51,11700801893793.9,1.0398
2017-04-18,2732.04,11795269095241.504,1.048
2017-04-17,2750.3,11903498325164.1,1.0581
2017-04-14,2759.95,11901165894499.502,1.058
2017-04-13,2780.93,11964597863225.5,1.0636
2017-04-12,2779,12013092508281.701,1.0684
2017-04-11,2787.17,12007780148894.4,1.0679
2017-04-10,2785.19,12030475125372.9,1.0699
2017-04-07,2784.51,12069504730925.002,1.0734
2017-04-06,2781.82,12022537778606.5,1.0717
2017-04-05,2779.6,12014248477943.6,1.0717
2017-03-31,2749.11,11927041351536.8,1.0668
2017-03-30,2724.7,11833384088150.201,1.062
2017-03-29,2731.07,11839150016740.102,1.0644
2017-03-28,2733.3,11821644507808.201,1.0662
2017-03-27,2743.32,11853270847323,1.0692
2017-03-24,2743.03,11813962983003.7,1.0682
2017-03-23,2716.77,11725550393502.5,1.0604
2017-03-22,2713.17,11703300630536.7,1.0583
2017-03-21,2733.94,11810374109978.299,1.0679
2017-03-20,2717.53,11768004501034.502,1.0641
2017-03-17,2702.54,11700849118306.6,1.0586
2017-03-16,2734.03,11798889158405.3,1.0675
2017-03-15,2726.43,11791714369762.502,1.0669
2017-03-14,2718.65,11775205406572.902,1.0654
2017-03-13,2716.84,11757023681362.102,1.0637
2017-03-10,2688.97,11665276693783.398,1.0555
2017-03-09,2690.43,11683039022832.902,1.0571
2017-03-08,2710.96,11743803076477.398,1.0626
2017-03-07,2715.22,11746583091843.502,1.0628
2017-03-06,2714.35,11706345547708.5,1.0592
2017-03-03,2711.24,11721953586095.102,1.0606
2017-03-02,2712.44,11775805443700,1.0655
2017-03-01,2725.29,11820336149407.201,1.0695
2017-02-28,2725.08,11827731311604.402,1.0702
2017-02-27,2716.4,11814069911608.398,1.0689
2017-02-24,2733.5,11850459546322.8,1.0749
2017-02-23,2738.52,11878977861815.9,1.0775
2017-02-22,2748.24,11904596065860.102,1.0798
2017-02-21,2734.98,11860014055037.6,1.0762
2017-02-20,2732.25,11857063255014.8,1.0759
2017-02-17,2692.27,11699701293708.6,1.0616
2017-02-16,2713.38,11810170469954.201,1.0717
2017-02-15,2703.58,11790849039909.902,1.0699
2017-02-14,2693.6,11683146040005.902,1.0601
2017-02-13,2699.8,11689944519944.299,1.0607
2017-02-10,2691.68,11631120272224.1,1.0554
2017-02-09,2674,11541191338425.701,1.0472
2017-02-08,2664.12,11501838302699.7,1.0437
2017-02-07,2657.9,11483566940071.701,1.042
2017-02-06,2656.27,11508408161579.6,1.0443
2017-02-03,2649.09,11504992491978.598,1.044
2017-01-26,2670.18,11619128893850.7,1.0543
2017-01-25,2668.25,11564124664982.902,1.0493
2017-01-24,2661.94,11543359143803.5,1.0474
2017-01-23,2647.87,11447086100240.902,1.0387
2017-01-20,2648.73,11458032382202.2,1.0397
2017-01-19,2632.31,11432247568237.201,1.0374
2017-01-18,2638.53,11428770802694.6,1.0385
2017-01-17,2625.75,11384237332912.402,1.0344
2017-01-16,2629.66,11410585781933.3,1.0368
2017-01-13,2602.65,11257647798672.201,1.0229
2017-01-12,2587.23,11180615079432,1.0159
2017-01-11,2597.65,11234437449628.7,1.0208
2017-01-10,2615.6,11226200508498.998,1.0201
2017-01-09,2625.68,11241525155404.3,1.0214
2017-01-06,2613.28,11208087601826.7,1.0184
2017-01-05,2618.8,11226899196281.002,1.0201
2017-01-04,2615.45,11200206812781.8,1.0177
2017-01-03,2596.39,11158439626991.701,1.0139
2016-12-30,2574.13,11066459097281.1,1.0055
2016-12-29,2562.56,11026251627400.602,1.0019
2016-12-28,2565.44,11021091478135.7,1.0014
2016-12-27,2572.86,11039829963739.3,1.004
2016-12-26,2579.48,11097043432776,1.0092
2016-12-23,2573.94,11047963535872.5,1.0047
2016-12-22,2596.11,11098188979501.3,1.0093
2016-12-21,2592.65,11109293045322.201,1.0103
2016-12-20,2566.32,11025560731475.201,1.0027
2016-12-19,2582.36,11107899384075.9,1.0102
2016-12-16,2587.85,11132538651911.701,1.0124
2016-12-15,2587.17,11173908372002.799,1.0162
2016-12-14,2635.36,11461103485127.6,1.0423
2016-12-13,2650.12,11485794740389.201,1.0445
2016-12-12,2667.96,11620018988538,1.0567
2016-12-09,2706.11,12080237879399.1,1.0428
2016-12-08,2682.2,11874501020905.102,1.0251
2016-12-07,2681.24,11865794926835.9,1.0243
2016-12-06,2666.38,11872676275455.3,1.0249
2016-12-05,2676,11929552223738.799,1.0298
2016-12-02,2705.96,12032727061450.3,1.0387
2016-12-01,2728.07,12004290818312.004,1.0363
2016-11-30,2701.09,11928341023718.201,1.0297
2016-11-29,2739.05,12091908419037.803,1.0438
2016-11-28,2721.22,11973616075267.002,1.0336
2016-11-25,2705.72,11878844523390.8,1.0254
2016-11-24,2678.51,11720256827240.9,1.0118
2016-11-23,2667.89,11728649991836.799,1.0125
2016-11-22,2665.68,11687118496636.799,1.0089
2016-11-21,2640.01,11570548511467.402,0.9988
2016-11-18,2616.78,11471410599870.398,0.9903
2016-11-17,2626.48,11502145058041.9,0.9929
2016-11-16,2618.35,11491619780961.201,0.992
2016-11-15,2618.72,11496743745350.7,0.9925
2016-11-14,2625.33,11528983371688.203,0.9952
2016-11-11,2618.81,11503117306922.5,0.993
2016-11-10,2604.58,11473147887514.6,0.9904
2016-11-09,2570.05,11363237704826.402,0.9809
2016-11-08,2586.73,11429928248683.7,0.9867
2016-11-07,2577.2,11394441871509.9,0.9836
2016-11-04,2563.9,11364039327235.201,0.981
2016-11-03,2568.37,11385894752510.102,0.9829
2016-11-02,2548.24,11313827834316.2,0.9767
2016-11-01,2571.07,11400057811408.8,0.9841
2016-10-31,2557.67,11360544831252.3,0.9807
2016-10-28,2560.32,11381657254825.303,1.0261
2016-10-27,2570.05,11351457472457.4,1.0306
2016-10-26,2571.37,11387537155437.7,1.0387
2016-10-25,2593,11470688246561.9,1.0474
2016-10-24,2590.81,11481407513566.002,1.0489
2016-10-21,2559.47,11346489307504.002,1.0367
2016-10-20,2544.13,11277035824106.7,1.0303
2016-10-19,2543.25,11268414660523.104,1.0296
2016-10-18,2543.69,11260030389185.104,1.0288
2016-10-17,2508.36,11153581349467.201,1.0191
2016-10-14,2525.27,11216917691947.9,1.0249
2016-10-13,2524.89,11192492286682.201,1.0226
2016-10-12,2515,11197310655804.904,1.0231
2016-10-11,2524.27,11240325892450.201,1.027
2016-10-10,2516.48,11228507699322,1.0259
2016-09-30,2477.58,11115882928400.201,1.0158
2016-09-29,2479.17,11119711345287.002,1.0161
2016-09-28,2471.97,11066220850506.303,1.0112
2016-09-27,2476.09,11115477710833,1.0157
2016-09-26,2465.02,11061011706498.7,1.0108
2016-09-23,2500.14,11178905468906.1,1.0215
2016-09-22,2511.1,11176268971033.898,1.0213
2016-09-21,2494.01,11111395152295.5,1.0154
2016-09-20,2494.19,11095945901432.7,1.0127
2016-09-19,2489.46,11105852065921.6,1.0136
2016-09-14,2465.81,11050258554829.3,1.0085
2016-09-13,2490.11,11157810030046.7,1.0183
2016-09-12,2493.85,11178825310523.7,1.0202
2016-09-09,2531.07,11313102989601.799,1.0325
2016-09-08,2551.35,11364189110879.3,1.0371
2016-09-07,2544.73,11365489384516.5,1.0373
2016-09-06,2540.65,11357633412651.6,1.0365
2016-09-05,2531.29,11389702118541.9,1.0395
2016-09-02,2524,11389748502960.9,1.0395
2016-09-01,2517.01,11367330731252,1.0374
2016-08-31,2534.7,11408198015304.605,1.0412
2016-08-30,2524.43,11370554295445.5,1.0407
2016-08-29,2519.2,11305713192767.098,1.0361
2016-08-26,2520.05,11340093608033.201,1.0399
2016-08-25,2523.09,11377536802949.8,1.0489
2016-08-24,2536.62,11412804773260.9,1.0533
2016-08-23,2541.05,11418431191288.2,1.0545
2016-08-22,2543.89,11385277214645.8,1.0516
2016-08-19,2557.77,11379987214000.299,1.0511
2016-08-18,2550.89,11353674239980.303,1.0486
2016-08-17,2559.15,11404045071255.3,1.0532
2016-08-16,2552.79,11418107314362.002,1.0545
2016-08-15,2578.9,11608195478258.3,1.0723
2016-08-12,2522.05,11384508756043.5,1.0517
2016-08-11,2467.55,11152395413142.7,1.0302
2016-08-10,2473.74,11084349508442.4,1.0252
2016-08-09,2481.31,11091005288794.4,1.0258
2016-08-08,2462.85,11028825537124.5,1.0201
2016-08-05,2437.69,10970296919362.898,1.0147
2016-08-04,2437.66,10953802721651.502,1.0131
2016-08-03,2438.11,10964719087930.498,1.0141
2016-08-02,2437.46,11000976525220.201,1.017
2016-08-01,2429.44,10985263459535.6,1.0157
2016-07-29,2443.33,10954412656084.201,1.0129
2016-07-28,2448.45,10956176989353.602,1.013
2016-07-27,2424.79,10968073756905.7,1.0141
2016-07-26,2446.36,10987381351558.3,1.0159
2016-07-25,2418.19,10894520560450.7,1.0073
2016-07-22,2408.11,10866900523214.7,1.0048
2016-07-21,2427.72,10931842178530.201,1.0108
2016-07-20,2410.58,10899521669668.902,1.0079
2016-07-19,2418.12,10952727101438.102,1.0129
2016-07-18,2429.32,11030264529317.4,1.0188
2016-07-15,2420.87,10986062964273.098,1.0148
2016-07-14,2414.56,10931014835494.203,1.0096
2016-07-13,2426.9,10996033421819.4,1.0155
2016-07-12,2422.24,10964159474073.799,1.0082
2016-07-11,2362.29,10757448911950.102,0.9892
2016-07-08,2353.92,10720427097864.4,0.9858
2016-07-07,2380.98,10921148087856.1,0.9943
2016-07-06,2388.35,10963430610322.9,0.9927
2016-07-05,2390.65,10971679512158,0.9932
2016-07-04,2382.21,10953395994625.7,0.9916
2016-07-01,2340.36,10817087652018.104,0.9787
2016-06-30,2333.41,10775762664398.8,0.9749
2016-06-29,2335.67,10813724776122.799,0.972
2016-06-28,2324.21,10759005254404.102,0.9671
2016-06-27,2318.28,10742802723105,0.966
2016-06-24,2294.53,10682676949889.701,0.9606
2016-06-23,2330.95,10848001700166.2,0.9701
2016-06-22,2347.01,10878836923342.898,0.9714
2016-06-21,2329.82,10820843382479.502,0.9662
2016-06-20,2330.34,10812663046622.402,0.9655
2016-06-17,2328.79,10774509489122.898,0.9629
2016-06-16,2313.9,10736815828057.8,0.9595
2016-06-15,2329.43,10793980264293.4,0.9641
2016-06-14,2303.7,10764743581883.602,0.9615
2016-06-13,2297.07,10724429905186.6,0.9579
2016-06-08,2355.55,10894535070336.201,0.9731
2016-06-07,2372.59,10911385020090.5,0.9737
2016-06-06,2378.43,10900322202564.201,0.9726
2016-06-03,2383.26,10922940926010.1,0.9736
2016-06-02,2376.57,10868984242796.998,0.9687
2016-06-01,2373.95,10878064276429.9,0.9694
2016-05-31,2382.42,10930749386594.002,0.9741
2016-05-30,2320.09,10710461142424.602,0.9545
2016-05-27,2315.15,10652434878035.5,0.9493
2016-05-26,2307.27,10644482325316.602,0.9486
2016-05-25,2302.55,10620707001247,0.9465
2016-05-24,2301.4,10611667054624.002,0.9457
2016-05-23,2313.86,10634530780492.4,0.9477
2016-05-20,2309.34,10622093776272.002,0.9463
2016-05-19,2302.79,10588300773630.299,0.9433
2016-05-18,2303.4,10607918750251.498,0.945
2016-05-17,2324.67,10623190523829.3,0.9464
2016-05-16,2332.39,10629423610745.701,0.9466
2016-05-13,2321.02,10595741964803.5,0.9436
2016-05-12,2319.45,10590579951232.7,0.9432
2016-05-11,2313.09,10595327668042.9,0.9436
2016-05-10,2299.36,10551929068794,0.9397
2016-05-09,2301.46,10554546842892,0.94
2016-05-06,2364.81,10723991910769.2,0.9551
2016-05-05,2427.21,10890577827606.102,0.9699
2016-05-04,2429.5,10889067118361.201,0.9698
2016-05-03,2438.47,10925524985380.7,0.973
2016-04-29,2407.02,10837601839436.5,0.9765
2016-04-28,2414.87,10897292202151.4,0.9973
2016-04-27,2414.67,10881910972636.201,0.9996
2016-04-26,2429.87,10910975505305.3,1.0069
2016-04-25,2420.88,10890747917313.6,1.0051
2016-04-22,2417.32,10911528878837.701,1.007
2016-04-21,2416.84,10894708308548,1.0063
2016-04-20,2424.39,10914095486701.9,1.0081
2016-04-19,2459.91,10995812136637.201,1.0157
2016-04-18,2452.91,10979894468101.4,1.0139
2016-04-15,2476.3,11092737634475.701,1.0243
2016-04-14,2481.65,11102086175173.902,1.0257
2016-04-13,2474.49,11101086112352.502,1.0257
2016-04-12,2439.01,10898473699795.9,1.0109
2016-04-11,2447.25,10908580150423.8,1.0122
2016-04-08,2409.13,10794252621014,1.0018
2016-04-07,2422.72,10842908235499,1.0064
2016-04-06,2456.75,10952587151532.7,1.0179
2016-04-05,2457.3,10984552736521.2,1.0209
2016-04-01,2421.69,10940576879901.3,1.017
2016-03-31,2412.31,10879157970620.6,1.0147
2016-03-30,2411.5,10904082548058.6,1.0337
2016-03-29,2353.88,10669637562472.2,1.0137
2016-03-28,2380.01,10746868772490.9,1.0218
2016-03-25,2393.29,10795065366204.3,1.0265
2016-03-24,2379.03,10762308243467.4,1.0235
2016-03-23,2418.5,10910226562682.9,1.0386
2016-03-22,2424.46,10925700665347.6,1.04
2016-03-21,2433.99,10988597554464.598,1.046
2016-03-18,2404.4,10941032556712.3,1.0416
2016-03-17,2380.7,10906247627204.7,1.0383
2016-03-16,2366.17,10944760202459.1,1.042
2016-03-15,2347.17,10768647085378.402,1.0252
2016-03-14,2334.16,10734850822126.3,1.022
2016-03-11,2303.11,10698521240602.6,1.0185
2016-03-10,2301.4,10659402766958.102,1.0148
2016-03-09,2347.93,10857765534426.1,1.0337
2016-03-08,2374.46,10846526551506.6,1.0326
2016-03-07,2375.59,10816399534331.398,1.0298
2016-03-04,2358.87,10857790009823.3,1.0337
2016-03-03,2334.38,10529696133083.5,1.0025
2016-03-02,2327.56,10486480092777.602,0.9983
2016-03-01,2229.08,10192329665829.201,0.9703
2016-02-29,2192.79,10119478459659.6,0.9634
2016-02-26,2230.44,10146374730505.1,0.966
2016-02-25,2204.29,10020671773115.3,0.954
2016-02-24,2348.98,10445434390261.9,0.9944
2016-02-23,2337.04,10410110729096.201,0.9911
2016-02-22,2355.28,10495593075099.5,0.9992
2016-02-19,2303.46,10304390828763.902,0.981
2016-02-18,2311.64,10360601796324.799,0.9864
2016-02-17,2312.62,10386671234184.602,0.9888
2016-02-16,2289.02,10304146811292.3,0.981
2016-02-15,2226.6,10064531823154.1,0.9582
2016-02-05,2241.46,10169616335247.3,0.9682
2016-02-04,2245.42,10184106169995.6,0.9696
2016-02-03,2219.74,10098915502956.8,0.9615
2016-02-02,2234.19,10207149883916.7,0.9718
2016-02-01,2192.95,10103002022765.602,0.9618
2016-01-29,2224.29,10303296529121.102,0.9809
2016-01-28,2165.93,10120912206338.799,0.9635
2016-01-27,2217.52,10245033573247.201,0.9754
2016-01-26,2221.31,10194073378680.2,0.9705
2016-01-25,2368.42,10719240790176,1.0205
2016-01-22,2352.32,10680210797985.1,1.0168
2016-01-21,2324.83,10579583836538.5,1.0072
2016-01-20,2392.37,10776649504235.4,1.026
2016-01-19,2428.7,10879929945929.5,1.0358
2016-01-18,2359.62,10641002294481.9,1.0131
2016-01-15,2362.28,10701816166989.9,1.0188
2016-01-14,2449.33,11018221058600.1,1.049
2016-01-13,2403.13,10934586045957.6,1.0419
2016-01-12,2441.82,11060390401718.299,1.0539
2016-01-11,2443.11,11036485406553.3,1.0516
2016-01-08,2573.54,11473812569159,1.0933
2016-01-07,2507.96,11285803161346.9,1.0754
2016-01-06,2687.92,11788998359456.9,1.1233
2016-01-05,2619.66,11585601551947.002,1.1039
2016-01-04,2606.43,11559300925399.9,1.1014
2015-12-31,2784.95,12051749957584.303,1.1483
2015-12-30,2802.69,12118754842048.8,1.1547
2015-12-29,2797.42,12125660595543.6,1.1554
2015-12-28,2775.24,12047693543509.299,1.148
2015-12-25,2847.55,12299875698192.799,1.172
2015-12-24,2835.51,12282809934775.6,1.1704
2015-12-23,2863.82,12344236697610.398,1.1762
2015-12-22,2869.89,12347334800822.402,1.1765
2015-12-21,2862.68,12383055542895.002,1.1799
2015-12-18,2792.43,12170247047006.7,1.1596
2015-12-17,2794.79,12136943262693.201,1.1565
2015-12-16,2743.13,12017731771951.6,1.1451
2015-12-15,2746.25,12005329552222.3,1.1439
2015-12-14,2758.41,12124664498746.398,1.1553
